customer_id,age,gender,marital_status,dependents,education,employment_type,monthly_income,annual_income,existing_loan,existing_loan_amount,monthly_debt,debt_to_income_ratio,savings,bank_balance,assets,credit_history,previous_loans,previous_defaults,payment_history,credit_utilization,credit_score,loan_type,requested_loan_amount,loan_term,interest_rate,collateral_value,approved_loan_amount,loan_status
106319,29,Male,Married,0,Graduate,Business,102090.44,1267317.36,No,0.0,28676.02,0.2809,187299.26,232177.24,2826213.63,Good,0,1,67.69,0.1298,639,Personal,235988.84,36,16.75,0.0,0.0,Rejected
106320,48,Male,Married,3,Graduate,Contract,80559.38,978974.74,No,0.0,23453.59,0.2911,191983.19,120790.03,1040354.23,Good,5,0,91.66,0.02,806,Personal,724726.5,48,16.68,0.0,395100.0,Approved
106321,24,Female,Single,1,Undergraduate,Self-employed,28553.69,370081.15,Yes,516382.38,6648.81,0.2329,112061.51,75978.09,1628879.28,Average,3,0,90.44,0.2173,740,Auto,623717.21,48,15.96,969160.99,0.0,Rejected
106322,35,Male,Divorced,1,Undergraduate,Business,120078.49,1454076.94,No,0.0,32246.1,0.2685,754727.48,456928.94,5382883.61,Good,2,0,96.19,0.0518,819,Personal,105529.34,48,15.96,0.0,102400.0,Approved
106323,39,Male,Married,3,Undergraduate,Salaried,76998.32,917080.16,Yes,86329.05,20355.86,0.2644,131043.83,110843.16,2008623.72,Average,5,0,95.27,0.129,706,Education,938854.19,72,17.77,0.0,328300.0,Approved
106324,33,Female,Married,1,Postgraduate,Salaried,83431.08,1031948.61,Yes,170442.82,32274.97,0.3868,275947.63,80836.2,543131.89,Good,2,0,96.32,0.2417,750,Business,817219.24,48,17.0,742086.8,484400.0,Approved
106325,41,Female,Married,2,Postgraduate,Business,97618.61,1242893.59,No,0.0,36009.4,0.3689,202881.41,131883.23,2760639.87,Good,2,0,55.36,0.5562,704,Auto,1471091.68,36,18.14,2112328.67,0.0,Rejected
106326,64,Female,Single,1,Postgraduate,Salaried,82858.5,1026719.15,No,0.0,34312.91,0.4141,287106.52,66922.55,2728361.53,Good,1,0,97.42,0.1723,743,Education,918295.14,60,15.11,0.0,443100.0,Approved
106327,37,Female,Single,1,Undergraduate,Self-employed,76639.21,935663.63,Yes,507176.69,49825.21,0.6501,78164.24,29339.97,4587806.05,Good,4,1,77.61,0.148,695,Personal,573435.94,24,17.67,0.0,0.0,Rejected
106328,34,Male,Married,0,Graduate,Contract,39927.36,478254.49,Yes,612152.63,6444.58,0.1614,338400.28,151988.24,3608410.06,Poor,2,0,94.34,0.3334,703,Personal,294306.65,36,17.12,0.0,0.0,Rejected
106329,48,Female,Married,2,Postgraduate,Salaried,35688.24,413229.69,Yes,486461.76,9188.57,0.2575,87447.61,72241.86,1526609.35,Poor,1,2,55.71,0.116,551,Home,877858.6,48,18.75,1212595.99,0.0,Rejected
106330,40,Male,Divorced,1,Graduate,Salaried,35833.53,450367.21,Yes,175786.72,10351.75,0.2889,255114.8,94249.06,4234914.64,Average,3,0,80.32,0.4106,704,Auto,1850841.08,72,16.12,2553257.0,443000.0,Approved
106331,52,Female,Married,0,Graduate,Salaried,12633.38,158795.96,No,0.0,1107.09,0.0876,856524.23,750752.04,755656.03,Good,4,1,51.92,0.1851,614,Home,813325.27,24,15.58,1056391.68,0.0,Rejected
106332,40,Male,Single,1,Postgraduate,Self-employed,47335.14,520159.0,No,0.0,14610.97,0.3087,452822.26,647467.63,1306161.94,Good,0,1,,0.0748,680,Education,929806.33,12,14.69,0.0,0.0,Rejected
106333,36,Male,Single,0,Undergraduate,Self-employed,84311.14,977357.49,No,0.0,23240.98,0.2757,286215.07,139436.27,1940075.67,Good,0,1,83.65,0.1515,682,Home,214420.41,48,15.51,278314.19,0.0,Rejected
106334,21,Male,Divorced,0,Undergraduate,Self-employed,116056.96,1432698.63,No,0.0,18863.56,0.1625,46604.55,39641.63,904440.77,Good,3,2,76.33,0.1689,640,Personal,291993.61,12,16.95,0.0,269100.0,Approved
106335,22,Male,Single,1,Graduate,Salaried,41993.83,493863.26,No,0.0,18726.32,0.4459,1145096.21,1194503.29,1329723.29,Average,1,0,80.37,0.0677,681,Home,728313.87,60,13.53,445579.02,0.0,Rejected
106336,21,Male,Divorced,1,Graduate,Salaried,59189.63,726116.9,No,0.0,26283.1,0.444,690525.78,512511.03,445811.31,Good,4,0,86.77,0.2245,704,Business,160712.1,48,16.04,258669.77,0.0,Rejected
106337,42,Female,Single,1,Undergraduate,Business,47394.47,546192.99,Yes,407798.72,5540.35,0.1169,191628.1,70906.17,1925089.64,Good,0,0,99.62,0.1757,723,Home,139185.46,60,15.45,103478.26,0.0,Rejected
106338,24,Male,Single,3,Postgraduate,Contract,70991.64,823457.07,No,0.0,16809.06,0.2368,440847.8,364616.74,2310993.4,Good,1,0,75.66,0.1338,753,Personal,512963.49,48,14.63,0.0,272900.0,Approved
106339,51,Female,Single,0,Graduate,Salaried,29564.2,338455.84,Yes,106660.05,9620.91,0.3254,956192.27,521407.14,140091.48,Poor,2,0,100.0,0.8149,643,Personal,537906.85,60,15.05,0.0,112100.0,Approved
106340,38,Male,Married,0,Graduate,Self-employed,46921.69,560502.09,No,0.0,10939.46,0.2331,372132.96,272412.5,815996.72,Good,0,1,77.29,0.4761,614,Auto,839214.8,36,14.58,511070.7,0.0,Rejected
106341,36,Male,Married,1,Postgraduate,Business,40432.65,485153.16,Yes,535462.73,6467.31,0.16,405039.02,255517.67,2385657.47,Average,0,0,62.54,0.5845,606,Education,1865686.17,48,17.17,0.0,0.0,Rejected
106342,30,Male,Divorced,1,Postgraduate,Self-employed,89175.34,1018276.95,No,0.0,25713.58,0.2883,318720.83,214408.35,5646724.94,Good,2,1,64.09,0.2505,604,Personal,2241538.41,84,18.56,0.0,0.0,Rejected
106343,44,Male,Married,1,Undergraduate,Business,24579.21,282775.37,No,0.0,2803.39,0.1141,203285.56,11241.97,4180841.48,Average,1,0,77.67,0.5911,663,Education,487936.69,12,15.85,0.0,96000.0,Approved
106344,30,Male,Single,0,Graduate,Self-employed,77312.57,911776.36,No,0.0,16815.21,0.2175,135566.6,48079.2,1142334.67,Average,4,0,81.02,0.1035,749,Home,670970.69,12,15.03,1009312.1,396800.0,Approved
106345,28,Male,Married,3,Graduate,Salaried,104715.29,1239192.46,No,0.0,22708.89,0.2169,284240.01,276893.45,1401582.27,Good,2,0,70.64,0.4967,670,Personal,815245.61,36,13.4,0.0,0.0,Rejected
106346,50,Male,Married,1,Graduate,Self-employed,28388.26,330114.68,Yes,284597.28,5877.76,0.207,211243.0,72100.82,860895.29,Good,4,0,71.52,0.1365,757,Auto,1098906.08,48,15.97,904121.75,0.0,Rejected
106347,42,Female,Married,1,Graduate,Self-employed,44653.34,548617.02,Yes,1347271.34,15054.7,0.3371,1134101.44,883567.61,700208.44,Good,2,0,98.01,0.5525,725,Home,1022245.97,36,16.19,953824.49,310900.0,Approved
106348,36,Male,Married,2,Graduate,Salaried,39686.94,468160.3,No,0.0,4202.17,0.1059,214025.33,126957.54,3181579.31,Average,3,0,73.63,0.2496,690,Home,1447326.15,24,16.26,2448672.92,0.0,Rejected
106349,44,Female,Divorced,1,Graduate,Salaried,153385.69,1851867.12,Yes,101769.09,65683.56,0.4282,1672645.3,1354048.54,1212567.81,Average,3,0,74.69,0.2004,687,Home,196295.12,12,17.65,157055.23,178600.0,Approved
106350,38,Female,Married,2,Graduate,Business,135663.12,1654537.55,No,0.0,30594.57,0.2255,98192.94,77360.46,678163.33,Good,2,0,96.03,0.2314,809,Home,399737.77,12,17.61,597685.26,357600.0,Approved
106351,42,Male,Married,0,Graduate,Business,106851.94,1236106.87,Yes,1245462.92,35510.61,0.3323,1408391.4,766738.56,7340075.35,Average,2,0,81.49,0.504,692,Auto,648884.55,36,13.98,584918.69,0.0,Rejected
106352,30,Female,Married,2,Graduate,Salaried,80705.69,988748.32,No,0.0,9088.63,0.1126,633212.3,624020.01,344015.07,Average,1,0,73.36,0.1446,691,Home,1921925.71,72,16.77,1774559.34,0.0,Rejected
106353,59,Female,Married,1,Undergraduate,Business,105091.49,1268916.74,No,0.0,23655.15,0.2251,48605.68,52374.78,1445910.72,Average,0,0,61.05,0.566,670,Auto,575339.66,36,16.99,862714.16,0.0,Rejected
106354,32,Female,Married,0,Postgraduate,Self-employed,89744.05,1080475.25,Yes,276085.82,26680.75,0.2973,144272.9,110332.66,6177287.25,Average,0,0,83.22,0.126,669,Home,292197.67,36,16.97,292904.08,244600.0,Approved
106355,54,Female,Single,2,Graduate,Salaried,155996.95,1808781.54,No,0.0,59212.3,0.3796,140441.07,62692.29,4649164.07,Average,5,0,85.54,0.3489,682,Personal,530103.24,84,15.85,0.0,0.0,Rejected
106356,36,Male,Single,0,Graduate,Business,66505.46,826873.59,Yes,367000.82,15096.1,0.227,102977.55,124008.0,2703149.7,Average,2,0,89.11,0.3132,705,Personal,237183.32,48,13.78,0.0,0.0,Rejected
106357,46,Female,Divorced,4,Graduate,Business,,187147.83,No,0.0,5228.49,0.3132,534328.67,252765.98,4614647.25,Average,5,2,43.21,0.5009,555,Personal,938401.04,48,15.85,0.0,0.0,Rejected
106358,45,Male,Divorced,2,Postgraduate,Business,49561.47,591287.4,Yes,194589.59,14688.6,0.2964,296897.51,253650.72,972027.79,Average,4,0,80.44,0.5593,659,Education,882652.89,24,17.93,0.0,0.0,Rejected
106359,49,Male,Single,1,Graduate,Salaried,87722.18,1016686.0,Yes,242829.35,7564.93,0.0862,335560.1,324346.92,989107.32,Average,4,0,86.85,0.2934,688,Home,1034055.17,36,14.7,1662011.22,0.0,Rejected
106360,30,Female,Divorced,1,Graduate,Salaried,54331.42,640763.03,Yes,232669.09,4595.65,0.0846,21223.82,10261.81,3331816.54,Good,3,0,76.71,0.387,675,Personal,1253901.41,36,14.9,0.0,0.0,Rejected
106361,49,Male,Married,1,Graduate,Salaried,,1416151.36,No,0.0,42238.24,0.3376,111214.43,133941.16,5068340.49,Good,2,0,93.26,0.1406,733,Personal,274526.35,36,15.06,0.0,229600.0,Approved
106362,56,Male,Single,0,Undergraduate,Business,41027.05,478086.66,Yes,270573.52,5132.56,0.1251,212350.33,144478.28,7143218.62,Good,3,0,100.0,0.0255,774,Home,1023215.17,84,16.89,745756.4,0.0,Rejected
106363,35,Male,Divorced,2,Graduate,Salaried,106652.93,1222422.71,No,0.0,17804.03,0.1669,2858201.87,3242571.71,2373087.82,Good,2,0,67.76,0.3243,701,Home,2325736.89,48,15.68,3812627.62,0.0,Rejected
106364,38,Male,Divorced,0,Graduate,Business,29061.01,327661.97,Yes,699273.48,8259.79,0.2842,224877.48,50525.55,1515961.35,Good,2,0,79.01,0.2358,722,Personal,156782.8,36,16.23,0.0,0.0,Rejected
106365,33,Female,Married,2,Postgraduate,Business,78181.37,957492.81,Yes,101112.85,31638.6,0.4047,225790.71,132348.66,2760788.57,Good,4,0,56.32,0.0865,686,Education,569887.28,72,18.19,0.0,0.0,Rejected
106366,35,Male,Married,0,Undergraduate,Salaried,41630.11,484942.61,No,0.0,8160.91,0.196,298649.26,73153.27,562848.14,Good,2,0,66.9,0.644,612,Personal,1321701.15,12,15.27,0.0,0.0,Rejected
106367,55,Male,Married,2,Postgraduate,Contract,31153.78,370505.62,Yes,238953.88,4377.46,0.1405,1039209.68,450427.98,1154208.11,Good,3,1,28.26,0.2034,638,Home,1065876.32,24,17.36,1626967.4,0.0,Rejected
106368,28,Female,Married,1,Graduate,Self-employed,62954.05,765825.16,Yes,96725.3,11721.54,0.1862,564967.48,714411.97,849571.71,Good,3,1,79.18,0.2342,653,Home,97975.14,48,17.03,91598.48,0.0,Rejected
106369,29,Female,Married,0,Postgraduate,Contract,33313.2,404009.79,No,0.0,7060.38,0.2119,637197.52,470931.84,1048195.69,Poor,3,0,89.39,0.1042,664,Education,690693.43,36,16.01,0.0,0.0,Rejected
106370,54,Female,Married,2,Graduate,Salaried,99303.97,1183843.12,No,0.0,24132.58,0.243,413542.19,387271.77,2326660.37,Good,1,0,74.21,0.4148,651,Education,206408.17,48,14.83,0.0,181600.0,Approved
106371,44,Male,Single,1,Graduate,Salaried,53311.77,621693.76,No,0.0,9365.0,0.1757,119923.23,22370.4,1583151.48,Good,5,0,91.54,0.1912,762,Auto,587261.54,60,14.58,395674.41,0.0,Rejected
106372,59,Female,Married,1,Graduate,Salaried,68424.81,807599.91,Yes,995682.92,11048.13,0.1615,1152221.18,556781.36,17602397.23,Good,4,1,75.05,0.3015,696,Personal,1894230.4,48,17.41,0.0,0.0,Rejected
106373,33,Male,Married,0,Graduate,Contract,63096.75,762344.16,No,0.0,5968.26,0.0946,33534.39,32823.55,3277861.38,Good,1,0,71.62,0.222,712,Personal,443578.84,48,14.07,0.0,247000.0,Approved
106374,39,Female,Married,0,Graduate,Salaried,88635.69,1107627.78,No,0.0,36540.7,0.4123,504232.38,545645.2,3293590.16,Good,2,0,60.47,0.3213,723,Personal,262209.54,60,17.68,0.0,0.0,Rejected
106375,31,Male,Single,1,Graduate,Self-employed,44346.72,482306.84,No,0.0,12692.27,0.2862,51786.4,35070.43,4179944.18,Good,2,0,98.44,0.3988,735,Auto,392067.65,48,16.32,306581.9,0.0,Rejected
106376,39,Male,Married,1,Postgraduate,Salaried,120335.27,1465752.78,Yes,332152.77,40177.52,0.3339,1238758.1,914529.84,753437.84,Average,0,0,84.4,0.4194,664,Personal,448044.37,48,13.78,0.0,0.0,Rejected
106377,21,Male,Single,3,Graduate,Salaried,200077.66,2285150.0,No,0.0,78279.03,0.3912,198290.46,114320.07,1172369.81,Good,1,0,76.42,0.075,763,Auto,1592012.08,12,18.97,1607117.13,0.0,Rejected
106378,45,Male,Married,0,Graduate,Self-employed,35343.0,415062.26,Yes,399291.04,11483.28,0.3249,111391.34,88030.89,1911399.85,Average,2,1,69.44,0.2763,599,Education,647149.44,24,15.98,0.0,0.0,Rejected
106379,41,Male,Single,4,Graduate,Salaried,156205.17,1857017.43,Yes,321089.15,13509.32,0.0865,429110.47,276624.85,934772.8,Average,1,0,64.66,0.4625,695,Auto,1019708.64,36,15.47,1434877.57,0.0,Rejected
106380,37,Male,Divorced,0,Postgraduate,Salaried,48000.71,573041.3,No,0.0,10331.78,0.2152,75012.46,56385.35,1329119.43,Poor,1,0,80.39,0.3014,649,Personal,355499.39,12,17.97,0.0,0.0,Rejected
106381,34,Female,Married,2,Postgraduate,Self-employed,49233.36,575474.79,Yes,408420.23,25511.68,0.5182,279349.25,260864.08,6241214.61,Good,3,1,66.78,0.6309,598,Education,1939116.35,24,16.43,0.0,0.0,Rejected
106382,29,Male,Married,2,Postgraduate,Business,103534.81,1298630.82,Yes,413502.87,8986.72,0.0868,349919.25,341559.92,923807.82,Poor,1,0,100.0,0.0713,740,Personal,389563.39,84,16.84,0.0,320100.0,Approved
106383,45,Male,Married,1,Graduate,Salaried,35381.14,433883.76,Yes,124272.15,14848.03,0.4197,230266.91,206064.82,1283552.7,Average,1,0,85.05,0.3572,643,Business,530243.0,84,18.6,616265.7,0.0,Rejected
106384,26,Male,Single,0,Postgraduate,Salaried,90371.66,1063842.87,No,0.0,32229.52,0.3566,400260.81,478602.53,14769560.17,Average,2,0,84.8,0.0484,727,Education,1557678.16,72,15.74,0.0,0.0,Rejected
106385,43,Female,Single,2,Graduate,Self-employed,88006.5,1121932.82,No,0.0,37928.23,0.431,405573.13,342508.69,6587344.9,Average,3,0,89.59,0.2064,710,Personal,1184554.74,24,14.68,0.0,0.0,Rejected
106386,59,Male,Single,2,Graduate,Contract,62461.71,727615.54,Yes,529021.69,22568.66,0.3613,304796.53,364963.87,5403781.64,Average,1,0,68.19,0.4191,677,Auto,618275.15,60,18.94,386541.83,0.0,Rejected
106387,53,Male,Married,2,Graduate,Salaried,61148.4,710410.76,No,0.0,13646.04,0.2232,1013402.5,1104731.49,1791705.07,Good,1,2,96.64,0.5133,644,Home,195796.09,36,14.52,119668.83,0.0,Rejected
106388,23,Female,Married,3,Postgraduate,Salaried,48410.25,582817.49,Yes,343945.56,14475.44,0.299,104096.45,69796.79,416386.56,Good,2,0,86.79,0.3366,681,Auto,762373.76,36,16.06,1093703.45,0.0,Rejected
106389,33,Female,Single,1,Postgraduate,Salaried,96749.86,1133032.16,Yes,622471.17,57667.32,0.596,199838.53,195813.08,2901370.97,Average,1,1,69.9,0.3424,622,Personal,858143.7,12,18.94,0.0,0.0,Rejected
106390,42,Male,Married,1,Postgraduate,Salaried,52504.61,639478.47,No,0.0,23901.69,0.4552,486731.85,282763.27,5727176.38,Average,3,0,83.62,0.1352,665,Home,185431.86,60,17.41,164282.85,0.0,Rejected
106391,37,Male,Single,2,Postgraduate,Self-employed,119862.77,1419852.06,Yes,78085.84,47425.34,0.3957,97545.5,57653.71,1165732.74,Good,2,0,82.63,0.1982,769,Personal,900314.82,48,17.29,0.0,522600.0,Approved
106392,24,Female,Married,0,Graduate,Salaried,121968.33,1481603.2,Yes,201677.84,13205.07,0.1083,23747.16,14449.83,597141.75,Good,0,0,79.75,0.1767,735,Auto,2040902.98,36,16.01,1467235.71,582600.0,Approved
106393,42,Male,Married,1,Graduate,Self-employed,29195.15,337432.0,No,0.0,3144.82,0.1077,317594.33,180694.17,2121275.76,Good,4,0,80.15,0.2487,702,Personal,196649.95,84,15.53,0.0,109300.0,Approved
106394,38,Male,Married,0,Graduate,Salaried,31399.9,403650.31,No,0.0,3602.64,0.1147,756298.59,497240.92,3402097.21,Average,2,2,64.43,0.5362,548,Auto,247498.08,60,17.22,422058.6,0.0,Rejected
106395,57,Male,Divorced,2,Undergraduate,Salaried,58676.53,689365.15,Yes,437625.4,15234.88,0.2596,370392.05,355880.43,1734180.38,Average,2,0,100.0,0.1932,691,Education,453440.77,60,14.34,0.0,0.0,Rejected
106396,35,Female,Married,2,Postgraduate,Self-employed,38745.54,491107.0,No,0.0,9786.16,0.2526,219688.35,130164.33,8670031.29,Good,2,0,83.1,0.6769,626,Personal,388940.56,24,16.62,0.0,181400.0,Approved
106397,50,Male,Married,1,Graduate,Business,44495.81,504557.17,No,0.0,28639.19,0.6436,151074.41,53260.98,1067110.1,Good,0,2,48.69,0.2213,553,Education,1119656.82,48,16.63,0.0,0.0,Rejected
106398,25,Female,Single,2,Postgraduate,Contract,41471.83,532930.66,Yes,511571.92,17183.14,0.4143,146078.4,14494.03,971792.49,Good,1,0,77.71,0.3198,677,Home,350381.98,24,18.6,529596.41,0.0,Rejected
106399,28,Female,Single,0,Graduate,Self-employed,187529.28,2236617.15,No,0.0,23855.56,0.1272,768936.16,780913.57,2402584.84,Average,0,0,80.35,0.2899,693,Home,597323.07,72,17.3,396787.68,0.0,Rejected
106400,45,Male,Divorced,0,Postgraduate,Contract,122017.91,1448844.94,No,0.0,43175.27,0.3538,2111478.68,1373816.67,2286904.09,Poor,1,0,94.1,0.2539,727,Education,403374.92,24,16.6,0.0,345200.0,Approved
106401,49,Male,Married,4,Undergraduate,Salaried,40896.61,440595.0,No,0.0,9247.2,0.2261,476689.66,247573.36,5273909.25,Average,3,0,67.94,0.4954,663,Business,1490550.53,24,16.96,1704744.65,0.0,Rejected
106402,28,Female,Married,1,Postgraduate,Self-employed,22496.63,255348.92,No,0.0,3185.68,0.1416,167562.94,64107.92,1386289.3,Average,1,0,90.83,0.4215,652,Auto,319644.39,48,12.87,401946.51,146300.0,Approved
106403,38,Male,Single,1,Undergraduate,Salaried,47498.33,547316.96,Yes,295504.85,27218.88,0.573,399715.9,415909.47,6317166.55,Good,0,1,84.6,0.429,680,Personal,958674.65,72,17.12,0.0,0.0,Rejected
106404,24,Male,Single,1,Graduate,Business,,367532.38,Yes,503321.93,3518.53,0.1096,263168.23,73595.87,8337286.73,Good,3,2,92.59,0.2392,656,Personal,564907.93,36,13.49,0.0,0.0,Rejected
106405,36,Female,Married,1,Postgraduate,Salaried,95969.36,1178625.63,Yes,503071.8,21448.11,0.2235,212930.71,139422.58,1353294.32,Good,2,0,74.74,0.4496,675,Business,792144.54,60,18.36,669523.59,542800.0,Approved
106406,46,Male,Married,0,Graduate,Salaried,67156.75,790379.98,No,0.0,36375.77,0.5417,150000.55,147593.51,4954098.97,Good,1,0,100.0,0.2454,740,Personal,995297.27,36,16.25,0.0,0.0,Rejected
106407,34,Male,Divorced,0,Postgraduate,Salaried,47342.31,567149.09,No,0.0,4721.74,0.0997,104734.11,45827.82,9285564.48,Average,4,0,81.86,0.2819,642,Personal,787302.71,36,14.24,0.0,0.0,Rejected
106408,36,Male,Married,2,Graduate,Business,62006.17,748672.2,No,0.0,3378.92,0.0545,173164.5,88180.73,6378190.22,Good,1,0,83.19,0.1176,745,Personal,2626922.45,24,15.3,0.0,0.0,Rejected
106409,27,Male,Married,2,Postgraduate,Business,34436.96,359752.6,Yes,176415.98,7972.85,0.2315,75360.53,43209.48,751379.04,Average,4,2,65.4,0.3629,584,Home,564493.75,24,16.29,938303.62,0.0,Rejected
106410,32,Female,Single,0,Graduate,Self-employed,57149.29,676345.16,No,0.0,17650.95,0.3089,510937.64,465290.24,1526486.95,Good,2,0,99.02,0.5367,756,Auto,419286.63,36,17.14,431485.51,0.0,Rejected
106411,56,Male,Single,1,Postgraduate,Self-employed,159431.74,2067282.6,No,0.0,24965.23,0.1566,655746.41,514393.99,1639165.53,Good,0,0,100.0,0.5453,733,Personal,997130.21,48,14.03,0.0,740700.0,Approved
106412,39,Male,Single,3,Graduate,Salaried,44542.29,556362.54,Yes,178618.42,7262.76,0.1631,179062.48,177577.39,1239128.36,Good,2,0,91.6,0.1796,699,Home,1563763.02,60,15.05,2662828.67,0.0,Rejected
106413,28,Female,Single,0,Postgraduate,Business,68632.73,837562.17,Yes,117168.23,10490.11,0.1528,634853.31,544796.41,971433.52,Average,3,0,57.44,0.0544,704,Personal,526290.97,12,16.94,0.0,261100.0,Approved
106414,35,Male,Divorced,2,Graduate,Self-employed,42232.94,508580.94,No,0.0,7095.44,0.168,585828.49,532658.6,741827.35,Average,1,0,67.9,0.0364,680,Personal,2177544.25,60,14.8,0.0,0.0,Rejected
106415,22,Female,Married,1,Graduate,Salaried,41855.38,529891.67,Yes,133315.15,12273.5,0.2932,872618.3,526257.41,3133080.52,Good,3,0,88.01,0.52,708,Education,1136360.93,36,15.72,0.0,0.0,Rejected
106416,28,Male,Married,1,Postgraduate,Salaried,102509.17,1256914.54,No,0.0,15813.97,0.1543,294168.63,285869.39,1140286.71,Good,1,1,74.63,0.3024,705,Home,596956.23,36,14.84,500534.89,0.0,Rejected
106417,52,Male,Married,2,Graduate,Salaried,32878.95,391325.32,Yes,205263.22,15502.09,0.4715,306353.56,410731.49,1271440.94,Good,3,0,74.57,0.3018,653,Personal,1301687.12,60,18.84,0.0,0.0,Rejected
106418,37,Male,Married,1,Graduate,Salaried,58759.52,713953.83,No,0.0,16717.8,0.2845,44396.65,33301.77,4472218.83,Average,3,0,74.95,0.457,637,Business,782098.13,60,17.51,1027157.49,327000.0,Approved
106419,57,Female,Married,0,Graduate,Salaried,40081.51,495723.42,No,0.0,11134.87,0.2778,409170.11,360064.35,3363067.17,Good,1,2,53.51,0.0854,598,Auto,50244.07,72,16.42,57249.06,0.0,Rejected
106420,37,Female,Single,4,Graduate,Business,138341.4,1740724.44,No,0.0,27914.35,0.2018,99175.78,69053.43,4364874.31,Poor,1,0,90.73,0.5638,690,Personal,920809.15,72,16.75,0.0,594700.0,Approved
106421,38,Male,Married,2,Graduate,Salaried,44397.86,501907.51,No,0.0,3300.39,0.0743,95325.62,89744.97,2892444.84,Good,0,0,84.26,0.3745,642,Personal,189327.24,48,15.68,0.0,0.0,Rejected
106422,44,Male,Single,1,Graduate,Salaried,32295.07,388877.06,Yes,377557.66,13872.74,0.4296,699719.23,472990.4,2142300.23,Good,0,0,100.0,0.3942,690,Personal,1286114.09,48,18.96,0.0,0.0,Rejected
106423,21,Male,Divorced,0,Undergraduate,Business,59458.74,739966.23,No,0.0,38348.63,0.645,629331.37,118065.91,689503.78,Average,3,0,79.66,0.2811,717,Personal,369759.11,60,17.71,0.0,0.0,Rejected
106424,40,Male,Married,4,Graduate,Salaried,59577.94,697015.97,No,0.0,37198.79,0.6244,688916.54,689106.77,503352.52,Average,2,0,61.68,0.1775,680,Personal,1507860.8,48,19.86,0.0,0.0,Rejected
106425,38,Male,Married,1,Postgraduate,Salaried,118671.37,1410551.18,No,0.0,30818.44,0.2597,776614.07,609979.84,1885342.84,Good,4,0,99.65,0.2267,729,Personal,1205768.84,60,14.24,0.0,0.0,Rejected
106426,53,Female,Divorced,0,Graduate,Salaried,48065.7,613696.63,Yes,134345.6,15861.42,0.33,456990.11,403341.76,584208.22,Good,1,0,77.67,0.0292,686,Home,843500.62,84,15.29,787092.52,0.0,Rejected
106427,48,Female,Single,1,Graduate,Salaried,81995.52,991492.83,No,0.0,23214.81,0.2831,47949.78,34694.71,28872952.96,Poor,1,0,77.41,0.2399,724,Business,636227.64,60,16.26,529381.27,0.0,Rejected
106428,27,Male,Single,2,Postgraduate,Salaried,37467.05,435352.89,No,0.0,10608.42,0.2831,63189.26,57635.83,3975055.11,Poor,2,0,70.71,0.2868,644,Home,281536.59,60,16.8,489564.71,0.0,Rejected
106429,50,Male,Married,0,Undergraduate,Business,118130.21,1334360.72,Yes,401190.93,60975.42,0.5162,512072.77,254227.5,2441596.43,Good,3,1,69.05,0.4896,595,Personal,424578.19,36,19.49,0.0,0.0,Rejected
106430,35,Male,Married,4,Graduate,Self-employed,105578.88,1259122.39,No,0.0,12518.5,0.1186,175214.93,175198.44,1748933.37,Average,0,0,81.61,0.1562,692,Business,580109.63,36,16.94,674572.13,0.0,Rejected
106431,29,Male,Married,2,Graduate,Self-employed,88161.29,1031273.09,Yes,93852.72,29620.88,0.336,401871.95,292029.2,5077823.81,Good,2,0,74.67,0.4792,732,Business,1192611.51,60,17.94,1385842.8,447700.0,Approved
106432,40,Male,Single,4,Postgraduate,Salaried,102784.37,1293560.84,Yes,382164.85,45207.39,0.4398,288680.97,93849.23,4489492.27,Average,1,0,45.09,0.41,651,Education,451110.8,60,18.98,0.0,0.0,Rejected
106433,36,Female,Single,1,Postgraduate,Self-employed,74907.22,870851.55,No,0.0,21279.3,0.2841,117576.19,50642.22,806048.07,Good,1,1,84.01,0.195,659,Education,392509.82,72,16.65,0.0,0.0,Rejected
106434,53,Male,Married,1,Postgraduate,Self-employed,69201.1,858776.73,No,0.0,16329.76,0.236,79453.09,59425.01,6558299.39,Poor,2,0,85.82,0.4061,616,Personal,501842.17,36,16.33,0.0,313700.0,Approved
106435,41,Male,Married,1,Undergraduate,Salaried,34550.86,413581.4,No,0.0,827.93,0.024,99330.39,80369.11,711679.32,Good,2,0,96.1,0.3285,692,Business,1469463.65,48,15.23,2567159.64,0.0,Rejected
106436,40,Male,Single,1,Graduate,Salaried,44916.46,528265.66,Yes,226337.21,1696.25,0.0378,465231.48,457941.68,601174.42,Average,5,0,67.28,0.2373,635,Personal,938027.97,36,16.26,0.0,181300.0,Approved
106437,47,Male,Married,0,Postgraduate,Salaried,103355.94,1223912.88,Yes,169652.49,37933.46,0.367,89096.15,71558.25,3049580.67,Good,2,1,58.19,0.1363,713,Personal,1346083.16,60,17.95,0.0,0.0,Rejected
106438,49,Female,Married,0,Undergraduate,Salaried,101230.99,1273829.03,Yes,278411.41,43634.83,0.431,36651.32,35596.59,249384.35,Poor,1,0,91.09,0.3122,666,Home,386604.29,60,17.59,586837.6,0.0,Rejected
106439,46,Female,Single,1,Graduate,Self-employed,105931.03,1309321.18,No,0.0,57145.9,0.5395,455882.36,477640.68,6979651.72,Poor,1,0,90.19,,723,Home,255163.59,60,15.77,400052.86,0.0,Rejected
