customer_id,age,gender,marital_status,dependents,education,employment_type,monthly_income,annual_income,existing_loan,existing_loan_amount,monthly_debt,debt_to_income_ratio,savings,bank_balance,assets,credit_history,previous_loans,previous_defaults,payment_history,credit_utilization,credit_score,risk_level
104516,48,Male,Married,3,Graduate,Salaried,121408.06,1608692.96,No,0.0,17267.46,0.1422,138939.23,82346.55,4924014.06,Average,1,1,73.08,0.2442,688,High
104517,46,Male,Divorced,1,Graduate,Self-employed,144922.87,1725990.54,No,0.0,40161.38,0.2771,507908.95,96195.86,1561823.41,Good,0,1,56.6,,673,High
104518,36,Male,Married,1,Postgraduate,Business,19026.21,223015.88,No,0.0,3960.06,0.2081,178021.23,199549.44,383396.62,Average,0,0,85.41,0.297,672,High
104519,35,Male,Single,3,Graduate,Self-employed,187278.01,2365361.33,Yes,492436.62,26678.14,0.1425,115583.03,62059.17,759058.56,Good,3,0,97.06,0.495,788,Low
104520,21,Male,Single,2,Postgraduate,Self-employed,107652.84,1308884.75,Yes,60583.87,27375.89,0.2543,334139.8,263331.53,832002.79,Average,3,0,99.15,0.2455,708,Medium
104521,27,Female,Married,2,Postgraduate,Business,90827.5,1148453.4,Yes,272255.35,17255.43,0.19,2383647.94,2571723.57,1898771.92,Good,2,0,96.07,0.2074,743,High
104522,41,Male,Single,0,Postgraduate,Self-employed,54250.86,688301.9,No,0.0,8864.49,0.1634,88532.15,84628.27,644166.4,Good,4,0,60.34,0.2759,673,High
104523,37,Female,Divorced,0,Undergraduate,Self-employed,86624.96,1025030.47,Yes,424156.13,17177.44,0.1983,309191.38,483565.37,2168047.75,Average,2,0,70.99,0.5977,657,High
104524,39,Male,Single,1,Undergraduate,Salaried,79738.66,934383.29,No,0.0,51203.89,0.6421,512690.75,305100.43,2924419.09,Good,3,1,91.88,0.071,693,High
104525,48,Male,Married,1,Graduate,Business,104527.07,1291105.82,No,0.0,33653.35,0.322,94582.85,86478.06,2271462.3,Good,2,1,53.89,0.5607,622,High
104526,26,Female,Single,3,Graduate,Self-employed,79682.21,925279.57,No,0.0,25366.74,0.3183,189632.27,122134.79,1817639.07,Good,1,2,68.03,0.4076,596,High
104527,36,Male,Single,1,Graduate,Business,88839.38,1046104.35,Yes,203358.16,27689.89,0.3117,274117.03,228864.8,2719418.67,Poor,3,2,58.66,0.2692,613,High
104528,40,Female,Single,0,Postgraduate,Salaried,98526.1,1090947.09,Yes,927148.65,18798.63,0.1908,211446.3,153858.3,1278151.26,Good,0,0,71.36,0.4211,721,High
104529,31,Female,Single,2,Graduate,Salaried,22537.57,268865.14,No,0.0,8553.22,0.3795,282467.2,152948.89,1923886.87,Good,2,0,44.39,0.5889,604,High
104530,52,Female,Single,1,Graduate,Business,55941.79,711032.81,No,0.0,13594.38,0.243,1426277.61,1401351.05,958247.24,Average,5,0,76.13,0.6521,626,High
104531,47,Male,Single,0,Graduate,Contract,65639.15,788766.23,Yes,568451.76,20936.69,0.319,311917.29,217416.67,332886.17,Good,1,0,91.7,0.2023,768,Medium
104532,41,Female,Married,2,Postgraduate,Business,53117.24,595363.84,Yes,128281.11,8990.58,0.1693,616327.72,356995.47,1363424.97,Good,3,0,76.33,0.1391,699,Medium
104533,56,Male,Married,1,Undergraduate,Self-employed,121807.55,1582703.68,Yes,371246.78,23945.42,0.1966,60029.4,34470.85,2352008.13,Average,3,0,90.32,0.5693,731,High
104534,23,Female,Single,1,Graduate,Business,159560.73,1865267.1,No,0.0,68604.64,0.43,220430.12,169422.07,2578432.89,Poor,1,0,87.55,0.0893,728,High
104535,38,Male,Married,1,Postgraduate,Salaried,70873.06,852160.4,No,0.0,14022.69,0.1979,307876.09,290158.25,2838267.65,Average,1,0,81.59,0.3695,675,High
104536,42,Female,Married,1,Undergraduate,Salaried,70743.61,860351.49,Yes,63853.1,14034.06,0.1984,487455.47,277774.41,472581.27,Good,1,1,63.26,0.5201,579,High
104537,29,Female,Divorced,0,Graduate,Self-employed,69798.9,866692.69,Yes,162161.98,16295.0,0.2335,53670.22,10730.32,2655420.92,Average,3,0,74.6,0.2508,688,High
104538,41,Male,Married,0,Graduate,Contract,27691.05,338603.1,Yes,239644.72,9041.01,0.3265,235790.0,134235.03,6273950.99,Poor,2,0,78.87,0.3174,664,High
104539,27,Female,Married,0,Undergraduate,Salaried,40408.53,482218.95,No,0.0,14909.48,0.369,48874.96,14193.31,896748.22,Good,2,0,63.95,0.2038,672,High
104540,45,Female,Divorced,0,Graduate,Self-employed,40657.53,487670.65,Yes,72160.54,9975.1,0.2453,110429.53,43289.58,931337.38,Good,1,1,54.06,0.3901,588,High
104541,49,Female,Divorced,2,Postgraduate,Contract,102043.41,1190378.42,Yes,749780.28,13993.61,0.1371,492719.98,457637.87,5476142.37,Good,1,2,70.4,0.3295,621,High
104542,41,Male,Divorced,2,Graduate,Salaried,52689.15,606003.19,No,0.0,17067.58,0.3239,333674.05,236903.69,2279841.25,Good,2,1,80.68,0.1147,666,High
104543,21,Male,Married,2,Undergraduate,Salaried,62752.99,743873.47,No,0.0,9582.2,0.1527,994528.66,535218.08,4266008.09,Good,3,0,88.29,0.6844,717,High
104544,28,Female,Married,0,Postgraduate,Self-employed,59567.41,759148.36,No,0.0,32161.15,0.5399,423754.83,315137.78,1194330.18,Good,2,1,57.62,0.2386,629,High
104545,44,Male,Divorced,0,Undergraduate,Salaried,56596.59,650304.39,No,0.0,28778.21,0.5085,73886.47,27989.12,5850956.17,Good,3,0,84.67,0.1022,749,High
104546,38,Female,Married,2,Postgraduate,Self-employed,206367.77,2345492.53,Yes,122546.21,73619.81,0.3567,120696.13,53848.92,1531483.79,Good,1,0,92.78,0.3927,789,Low
104547,21,Female,Single,1,Graduate,Salaried,69270.08,837213.15,No,0.0,17553.73,0.2534,315483.36,326943.96,984312.65,Average,1,2,57.58,0.1373,582,High
104548,50,Male,Divorced,2,Graduate,Self-employed,141318.47,1765265.38,Yes,95333.28,49969.23,0.3536,149982.82,47590.4,453131.18,Good,0,0,81.44,0.2388,758,High
104549,39,Female,Married,0,Graduate,Contract,44336.67,517714.52,Yes,420723.43,9671.48,0.2181,477340.41,272179.56,312117.7,Average,2,0,82.79,0.0598,671,Medium
104550,30,Male,Single,0,Postgraduate,Salaried,35417.78,408458.85,No,0.0,13053.52,0.3686,237465.32,137877.58,4713331.43,Good,1,0,93.91,0.2413,686,High
104551,48,Female,Single,2,Postgraduate,Self-employed,106588.24,1297832.87,No,0.0,16850.85,0.1581,1377095.03,164269.58,849083.31,Good,1,0,86.18,0.1811,765,Medium
104552,31,Female,Married,2,Graduate,Contract,71120.7,859203.53,No,0.0,28851.02,0.4057,21133.46,21256.95,3073871.4,Average,3,0,96.05,0.3316,701,Medium
104553,31,Male,Single,2,Undergraduate,Salaried,92199.98,1173607.23,Yes,242674.88,46815.59,0.5078,1047665.14,1302524.2,5114393.23,Good,3,0,87.11,0.1534,704,High
104554,42,Male,Married,1,Graduate,Salaried,176000.4,2213817.31,Yes,406445.61,25692.98,0.146,65633.14,44110.96,3593962.78,Average,3,0,69.94,0.4975,698,High
104555,56,Male,Single,1,Graduate,Business,72301.29,823740.13,No,0.0,9077.67,0.1256,144304.68,115918.78,1021574.87,Average,5,1,59.79,0.5617,618,High
104556,54,Male,Single,1,Postgraduate,Self-employed,80892.32,930607.36,No,0.0,41249.38,0.5099,188147.39,145204.08,477959.34,Average,4,0,89.58,0.3719,712,High
104557,42,Female,Married,1,Postgraduate,Salaried,54180.14,577586.31,Yes,404109.44,18546.71,0.3423,44532.88,52224.16,2850965.32,Good,1,0,60.78,0.3505,670,High
104558,43,Male,Divorced,0,Graduate,Business,70183.52,848738.86,Yes,148806.26,18484.63,0.2634,489634.28,345666.74,2935357.03,Good,1,0,100.0,0.319,719,Medium
104559,46,Male,Married,1,Undergraduate,Business,75399.21,877058.75,No,0.0,40432.6,0.5362,302507.8,189568.17,5340091.22,Average,1,0,97.14,0.1935,682,High
104560,25,Male,Single,1,Graduate,Salaried,85307.24,1104901.17,No,0.0,32876.36,0.3854,168287.26,71572.48,469484.89,Average,2,0,70.25,0.5562,664,High
104561,44,Female,Single,1,Graduate,Salaried,76457.69,899098.26,Yes,237050.94,5079.4,0.0664,886231.53,478741.06,2987179.48,Good,2,0,68.08,0.075,761,Medium
104562,31,Female,Single,1,Postgraduate,Business,27767.8,328791.82,Yes,823057.16,14003.14,0.5043,68384.21,74664.07,6383812.58,Good,1,0,58.11,0.2388,685,High
104563,41,Male,Divorced,0,Graduate,Salaried,150593.09,1756341.43,No,0.0,52121.19,0.3461,194287.13,116851.34,1192236.46,Good,1,0,100.0,0.1457,773,High
104564,36,Male,Married,2,Graduate,Salaried,68278.36,822268.67,Yes,226859.91,45739.72,0.6699,797790.16,701928.88,6983405.9,Good,2,0,89.01,0.2847,760,High
104565,43,Male,Divorced,1,Graduate,Salaried,155625.55,1968340.14,No,0.0,40175.08,0.2582,213187.79,49720.26,1904286.15,Good,2,0,85.83,0.4354,780,Medium
104566,39,Male,Married,1,Graduate,Salaried,41309.84,453928.96,Yes,459000.74,8195.1,0.1984,178265.5,91653.54,1688233.59,Average,3,0,88.8,0.4321,681,Medium
104567,21,Male,Married,2,Graduate,Salaried,49415.02,619499.83,No,0.0,10356.65,0.2096,387232.32,241666.71,402178.68,Good,2,1,48.44,0.3535,643,High
104568,40,Female,Single,2,Undergraduate,Self-employed,58156.04,643091.02,Yes,775681.05,10784.08,0.1854,159326.18,174710.83,3007736.79,Average,3,0,62.59,0.4699,604,High
104569,44,Male,Divorced,1,Postgraduate,Contract,51866.75,615049.4,Yes,184268.12,21896.16,0.4222,1951009.34,1236846.12,1635905.33,Good,3,0,79.25,0.7603,649,High
104570,42,Male,Single,1,Graduate,Business,79299.45,910314.65,No,0.0,9660.56,0.1218,198464.1,212220.15,4304609.73,Good,5,0,80.21,0.5989,709,High
104571,37,Male,Married,0,Undergraduate,Self-employed,118456.78,1362767.1,Yes,400542.92,46134.38,0.3895,106225.38,78975.81,3398909.03,Average,2,1,77.99,0.4685,652,High
104572,54,Female,Married,0,Undergraduate,Business,138414.15,1568757.91,Yes,416818.2,48889.64,0.3532,375101.77,250747.67,2023205.79,Average,3,1,65.68,0.2249,659,High
104573,41,Male,Single,1,Graduate,Self-employed,50280.49,612805.61,Yes,137411.14,10956.9,0.2179,475916.9,233624.76,3343432.24,Average,2,0,63.38,0.3268,673,High
104574,42,Male,Married,1,Graduate,Salaried,46766.17,551108.33,No,0.0,7072.18,0.1512,194030.5,128305.69,386656.76,Good,2,0,84.87,0.054,705,Medium
104575,48,Female,Married,0,Graduate,Salaried,99214.79,1215963.03,No,0.0,23071.2,0.2325,469436.63,125286.91,1488481.43,Poor,1,0,62.52,0.1117,628,High
104576,42,Male,Married,2,Postgraduate,Salaried,36376.81,448006.48,Yes,384223.19,9420.23,0.259,186463.89,126052.18,438693.57,Good,2,0,80.6,0.1982,727,High
104577,29,Female,Married,2,Graduate,Salaried,94000.6,1115458.67,No,0.0,13156.67,0.14,175143.69,104963.76,4266249.33,Good,2,0,80.54,0.472,724,High
104578,21,Female,Single,0,Postgraduate,Contract,57067.36,702721.78,No,0.0,21310.46,0.3734,1451140.49,1088432.58,1275675.66,Good,3,0,79.42,0.2112,710,High
104579,33,Female,Married,0,Graduate,Salaried,50997.81,613733.72,No,0.0,23266.24,0.4562,176595.77,92585.36,2020832.68,Good,5,0,61.13,0.1891,647,High
104580,46,Male,Married,1,Postgraduate,Business,13831.4,162784.23,No,0.0,563.54,0.0407,163620.32,155371.79,8272892.84,Good,0,0,82.25,0.1254,666,Medium
104581,34,Male,Divorced,1,Graduate,Salaried,75201.86,935438.16,No,0.0,15569.72,0.207,1332964.42,1081812.72,2367422.54,Good,2,0,56.86,0.2746,684,High
104582,46,Female,Married,1,Graduate,Salaried,123540.37,1569913.37,No,0.0,16728.17,0.1354,746252.6,559638.06,3262387.3,Average,3,0,76.73,0.5208,682,High
104583,39,Male,Married,5,Postgraduate,Business,33875.09,426933.34,No,0.0,12919.53,0.3814,180977.76,61797.56,561620.05,Good,2,0,94.46,0.4449,703,High
104584,51,Male,Divorced,2,Undergraduate,Business,75933.09,849142.5,No,0.0,12639.21,0.1665,755596.44,543831.26,2689619.48,Good,3,0,76.58,0.4279,746,Medium
104585,35,Male,Married,0,Graduate,Salaried,85551.35,1029191.21,No,0.0,16745.23,0.1957,337794.67,413198.62,1000143.72,Good,2,1,48.81,0.1552,674,High
104586,43,Male,Single,3,Postgraduate,Self-employed,48622.87,613890.21,No,0.0,16576.23,0.3409,229933.29,171723.87,184199.76,Good,0,1,78.26,0.2183,720,High
104587,43,Male,Single,0,Postgraduate,Self-employed,82414.72,940416.78,Yes,251926.7,37558.91,0.4557,219932.42,237634.96,821589.64,Good,4,1,97.65,0.3135,714,High
104588,53,Female,Married,0,Postgraduate,Salaried,106425.25,1272232.01,No,0.0,5252.01,0.0493,227476.43,198597.49,2963489.96,Good,1,0,64.6,0.2778,723,High
104589,21,Female,Married,2,Postgraduate,Business,71880.85,836659.22,No,0.0,35876.13,0.4991,1040673.79,561755.43,344535.39,Good,3,0,100.0,0.1209,792,Low
104590,33,Male,Married,2,Graduate,Self-employed,88115.5,1068745.53,No,0.0,36192.41,0.4107,332114.2,253656.05,2706665.57,Good,2,1,60.2,0.116,632,High
104591,46,Female,Married,4,Graduate,Self-employed,56310.76,754681.21,No,0.0,9743.98,0.173,79362.09,48987.74,2664921.43,Poor,1,0,78.43,,694,High
104592,53,Female,Single,2,Postgraduate,Salaried,101605.45,1218824.0,No,0.0,26587.01,0.2617,75016.35,86283.44,4801233.05,Good,2,0,90.32,0.3643,770,Low
104593,40,Male,Married,2,Postgraduate,Self-employed,25328.23,301897.26,Yes,183262.54,8542.99,0.3373,76475.9,55267.3,4021824.37,Good,2,0,69.55,0.4509,658,High
104594,35,Female,Married,1,Postgraduate,Self-employed,99280.65,1297383.54,No,0.0,26307.99,0.265,474686.45,309577.24,1209011.43,Average,4,0,54.45,0.1078,656,High
104595,46,Male,Married,4,Graduate,Salaried,127986.0,1547985.21,Yes,1124789.41,8261.8,0.0646,358800.9,3175.65,1333461.61,Good,1,1,64.55,0.2841,720,High
104596,47,Male,Married,1,Graduate,Business,43006.22,503110.93,No,0.0,17900.15,0.4162,419939.08,363262.99,1213067.51,Good,4,0,100.0,0.2922,768,Medium
104597,34,Male,Married,0,Postgraduate,Salaried,42422.39,475446.02,No,0.0,13369.36,0.3151,111255.3,68750.36,3379291.27,Poor,4,0,70.16,0.0883,715,High
104598,41,Male,Married,1,Postgraduate,Self-employed,158281.48,1981820.52,Yes,63273.73,11075.47,0.07,126806.43,80344.26,1703582.43,Poor,3,1,69.84,0.7849,621,High
104599,50,Male,Married,3,Postgraduate,Salaried,80372.88,918611.16,No,0.0,33483.14,0.4166,329331.42,174864.21,1711106.62,Good,2,0,81.83,0.2951,701,High
104600,57,Male,Single,0,Graduate,Salaried,28123.83,334797.66,Yes,243283.29,3552.39,0.1263,1672939.13,1731289.56,3263704.1,Good,1,0,89.47,0.3344,655,High
104601,45,Male,Married,1,Postgraduate,Business,57617.04,703275.95,No,0.0,8249.5,0.1432,89006.61,75256.87,293689.48,Good,2,0,100.0,0.5973,726,Medium
104602,38,Male,Single,2,Postgraduate,Salaried,25213.79,310239.29,Yes,555704.74,6625.66,0.2628,355251.33,216418.44,2245697.64,Good,4,0,96.73,0.389,742,Low
104603,37,Male,Married,1,Graduate,Contract,57450.36,644057.99,No,0.0,28361.49,0.4937,82821.36,51275.14,3061138.7,Average,1,1,75.97,0.5639,612,High
104604,44,Female,Married,1,Graduate,Business,63984.85,734610.36,Yes,323133.67,16043.57,0.2507,58414.18,45901.81,498180.69,Poor,3,0,74.97,0.0967,642,High
104605,37,Female,Single,1,Graduate,Contract,91058.69,1102262.31,No,0.0,39521.03,0.434,505221.23,348448.58,4166481.9,Good,0,0,100.0,0.4192,732,High
104606,40,Male,Married,1,Graduate,Business,66049.05,742271.66,No,0.0,21531.7,0.326,482308.63,129341.46,1329924.71,Average,3,0,78.77,0.1979,679,High
104607,27,Female,Married,1,Postgraduate,Business,156407.42,1927935.1,No,0.0,84053.77,0.5374,48808.54,63470.77,996729.2,Good,2,1,79.25,0.1963,725,High
104608,51,Male,Married,0,Graduate,Salaried,69205.17,786133.84,No,0.0,48059.88,0.6945,440544.25,218449.91,3202248.36,Good,3,1,74.22,0.6394,651,High
104609,27,Male,Married,0,Graduate,Business,22770.36,270003.5,No,0.0,3720.61,0.1634,225878.6,64122.59,1360957.29,Average,0,1,78.55,0.3951,566,High
104610,34,Male,Single,0,Undergraduate,Salaried,91173.62,1071695.83,Yes,538518.08,8117.54,0.089,329359.57,328689.11,8210181.86,Good,2,0,88.25,0.5135,686,High
104611,39,Male,Single,0,Undergraduate,Business,68962.07,853625.59,No,0.0,31932.58,0.463,626196.27,442572.3,13998684.78,Good,3,0,79.14,0.2077,713,High
104612,58,Male,Married,1,Undergraduate,Salaried,59170.04,695057.8,No,0.0,16381.19,0.2768,211688.73,195032.93,11898222.79,Good,3,0,100.0,0.4699,718,Medium
104613,34,Female,Married,0,Postgraduate,Salaried,116138.55,1432988.9,Yes,426163.02,28659.6,0.2468,265417.76,169380.0,741721.67,Good,2,1,78.64,0.0435,748,High
104614,31,Female,Married,3,Graduate,Contract,102745.35,1289445.17,No,0.0,44654.4,0.4346,781427.05,1067143.38,3677730.98,Average,0,1,72.78,0.6606,571,High
104615,32,Female,Single,0,Graduate,Business,40420.24,484160.12,Yes,525453.13,17939.0,0.4438,33797.46,21392.76,4997201.87,Poor,1,1,66.87,0.2136,598,High
104616,55,Female,Single,1,Graduate,Business,75449.02,914045.16,Yes,348778.83,16237.33,0.2152,52187.6,39874.47,536062.87,Average,0,0,76.56,0.1516,686,Medium
104617,21,Male,Married,0,Graduate,Business,149961.64,1749028.66,Yes,217641.92,31392.79,0.2093,124462.88,99249.05,278888.04,Good,1,0,92.39,0.1349,739,Low
104618,28,Male,Married,0,Undergraduate,Contract,67825.37,777687.29,Yes,118585.77,29625.62,0.4368,173270.08,248541.41,2323256.81,Average,3,1,77.36,0.0498,610,High
104619,65,Male,Married,0,Undergraduate,Business,32016.06,364339.5,No,0.0,9875.11,0.3084,712583.59,304308.55,619084.58,Good,2,0,88.35,0.1872,694,High
104620,44,Male,Married,0,Graduate,Self-employed,80844.01,973865.87,Yes,183644.36,34264.54,0.4238,69382.33,36788.49,9170737.33,Good,1,0,100.0,0.0331,751,Medium
104621,27,Female,Married,0,Graduate,Salaried,54786.54,642227.17,No,0.0,16096.32,0.2938,112740.0,132656.3,1840437.36,Good,3,0,77.42,0.3086,774,Medium
104622,38,Male,Married,0,Postgraduate,Business,66192.94,807605.68,Yes,261703.32,12061.13,0.1822,185951.79,103731.78,1726768.93,Poor,1,0,100.0,0.2587,644,High
104623,39,Male,Married,1,Postgraduate,Self-employed,38368.33,454916.36,No,0.0,14132.68,0.3683,98046.59,52347.22,2348794.7,Good,0,0,90.48,0.1623,735,High
104624,46,Male,Single,1,Postgraduate,Self-employed,78204.83,919435.77,No,0.0,18518.01,0.2368,609990.95,656440.97,1229236.54,Average,0,0,93.62,0.1644,715,High
104625,56,Female,Married,2,Undergraduate,Self-employed,47251.95,562509.55,No,0.0,7350.36,0.1556,50281.09,44102.91,847058.16,Good,3,0,90.99,0.3408,693,High
104626,42,Male,Single,1,Graduate,Business,101335.2,1112273.66,No,0.0,13133.99,0.1296,70030.34,44879.85,980857.7,Average,5,0,69.59,0.2608,705,High
104627,33,Female,Single,1,Graduate,Salaried,136628.03,1699427.64,Yes,221991.01,36144.37,0.2645,160389.8,92097.33,1233395.25,Good,3,0,73.78,0.122,737,High
104628,46,Male,Single,2,Graduate,Salaried,72018.0,851625.96,No,0.0,22254.95,0.309,130133.97,3790.89,1809377.23,Average,2,0,61.8,0.2326,622,High
104629,31,Male,Single,2,Graduate,Salaried,38531.13,455018.56,Yes,242213.25,17957.58,0.4661,164005.71,148495.6,1661148.61,Average,3,0,100.0,0.6582,687,High
104630,28,Male,Single,1,Graduate,Business,42919.53,547741.77,No,0.0,23156.99,0.5395,295044.29,134881.94,6202848.74,Good,0,0,87.36,0.254,684,High
104631,21,Female,Single,2,Undergraduate,Salaried,71657.7,848762.39,Yes,114303.46,26276.97,0.3667,355671.29,136733.35,2692652.87,Average,1,0,87.0,0.2205,682,High
104632,22,Female,Single,1,Graduate,Self-employed,77474.31,951370.13,No,0.0,12985.64,0.1676,367007.64,162692.68,886186.25,Average,1,2,84.25,0.3483,605,High
104633,29,Male,Single,0,Graduate,Self-employed,48657.01,537801.33,Yes,650728.02,16670.13,0.3426,125910.51,47555.85,1737231.24,Good,1,0,75.34,0.6116,616,High
104634,26,Male,Single,2,Graduate,Business,58213.04,680670.81,Yes,316227.23,15396.25,0.2645,427426.32,229537.73,588013.04,Average,2,0,100.0,0.1033,720,Medium
104635,41,Male,Married,0,Postgraduate,Self-employed,89462.36,1122816.29,No,0.0,22949.2,0.2565,204318.83,159529.77,586085.6,Average,1,1,67.27,0.064,670,High
104636,26,Male,Married,2,Postgraduate,Contract,117117.27,1454149.0,Yes,443516.82,13767.47,0.1176,1005416.26,615778.19,6796075.06,Good,1,0,92.6,0.1159,750,Medium
104637,21,Male,Married,0,Graduate,Self-employed,64694.38,797113.99,No,0.0,9930.58,0.1535,470085.71,436263.7,590223.36,Good,4,0,100.0,0.2623,735,Medium
104638,28,Male,Single,1,Graduate,Self-employed,90994.96,1056401.53,No,0.0,30662.73,0.337,457477.84,339157.66,1817772.22,Good,4,0,65.52,0.5463,681,High
104639,33,Female,Married,1,Postgraduate,Salaried,64857.44,785351.28,Yes,294464.04,3190.23,0.0492,508890.11,731718.96,2345521.71,Good,1,0,67.01,0.497,733,High
104640,32,Female,Married,4,Postgraduate,Salaried,,912223.54,No,0.0,8535.06,0.1105,140060.51,74033.52,1131670.01,Good,2,0,61.59,0.1875,732,Medium
104641,53,Female,Single,4,Graduate,Salaried,45430.04,552639.88,No,0.0,22207.47,0.4888,117877.27,88641.08,1411548.87,Poor,1,1,74.83,0.1073,611,High
104642,32,Female,Married,0,Graduate,Self-employed,80599.08,1001308.32,No,0.0,38383.52,0.4762,210930.92,72167.25,2598074.51,Average,2,0,84.15,0.1871,644,High
104643,47,Female,Married,1,Graduate,Salaried,137841.18,1666908.13,No,0.0,21394.4,0.1552,831678.9,302455.4,2379235.33,Good,2,0,100.0,0.5949,762,High
104644,38,Female,Married,0,Graduate,Salaried,79523.58,994285.1,No,0.0,19656.29,0.2472,97247.57,85791.51,3512076.38,Good,1,0,88.2,0.49,705,High
104645,38,Male,Married,3,Graduate,Contract,81867.81,1025991.02,No,0.0,9774.96,0.1194,589036.14,536386.68,1097909.14,Poor,5,0,71.44,0.1585,674,High
104646,30,Male,Married,1,Graduate,Salaried,39830.13,455281.42,No,0.0,13886.21,0.3486,163729.62,16624.21,1655382.2,Good,0,1,78.96,0.1379,648,High
104647,37,Male,Single,0,Graduate,Business,78421.98,868097.67,Yes,642065.42,15377.53,0.1961,230147.92,170150.02,3409878.65,Good,0,0,99.36,0.1452,798,Low
104648,30,Female,Single,0,Postgraduate,Business,20997.44,262334.33,No,0.0,2341.04,0.1115,253855.27,230532.68,257466.71,Average,4,0,90.54,0.2907,721,Medium
104649,40,Male,Married,2,Graduate,Salaried,93133.35,1121177.55,Yes,462784.57,5495.95,0.059,64233.24,82260.39,6636681.18,Average,5,0,56.81,0.2825,605,High
104650,36,Male,Married,1,Postgraduate,Salaried,143383.09,1817662.4,No,0.0,30728.96,0.2143,94873.23,53742.96,16201274.35,Average,0,0,74.73,0.5916,623,High
104651,29,Male,Married,1,Postgraduate,Business,48547.28,590629.28,No,0.0,2648.22,0.0545,494614.44,415309.66,7173567.68,Good,2,1,93.12,0.289,661,High
104652,48,Male,Divorced,0,Undergraduate,Salaried,57008.8,727697.44,Yes,170299.95,40852.62,0.7166,368500.99,344473.01,1339425.02,Good,2,0,63.29,0.3364,684,High
104653,42,Male,Married,1,Undergraduate,Salaried,109956.72,1359889.35,Yes,160773.0,40931.57,0.3723,164531.04,85432.33,1660505.81,Good,5,0,96.98,0.3052,777,Medium
104654,34,Female,Single,0,Postgraduate,Self-employed,41349.06,503977.73,Yes,259582.12,20158.66,0.4875,202868.26,158015.33,1270548.2,Average,1,0,98.29,0.0432,721,High
104655,39,Male,Married,4,Postgraduate,Self-employed,84090.19,992955.88,Yes,567076.89,19737.01,0.2347,498620.79,303144.92,1288645.65,Average,3,1,64.6,0.3229,674,High
104656,37,Female,Single,2,Graduate,Salaried,43014.52,505348.63,Yes,677599.92,17170.24,0.3992,1125939.53,623971.37,1632753.71,Average,1,0,89.56,0.1024,661,High
104657,29,Male,Married,2,Undergraduate,Salaried,89086.52,992878.8,No,0.0,24004.55,0.2695,581299.15,432370.26,1228511.71,Average,1,0,100.0,0.2456,749,Low
104658,39,Female,Married,5,Undergraduate,Salaried,56874.68,699642.11,Yes,178429.28,23248.28,0.4088,242139.44,149030.73,520805.39,Average,0,0,72.92,0.4906,595,High
104659,32,Male,Single,2,Graduate,Contract,14291.94,165812.65,Yes,78415.21,6211.12,0.4346,889238.24,980689.77,1000873.85,Good,1,0,83.5,0.4108,737,High
104660,29,Male,Single,1,Graduate,Contract,36474.92,432890.58,No,0.0,19772.36,0.5421,505313.6,392856.01,3417025.74,Good,1,0,85.78,0.1794,750,High
104661,22,Female,Married,1,Postgraduate,Business,61743.31,739679.96,No,0.0,24862.34,0.4027,181347.27,166519.25,7220334.42,Good,2,0,79.69,0.1341,712,High
104662,34,Female,Married,1,Graduate,Salaried,181496.6,2129620.25,Yes,406847.68,36571.33,0.2015,91606.56,91542.87,524892.07,Poor,4,1,55.85,0.243,666,High
104663,44,Female,Single,1,Undergraduate,Salaried,56836.6,686917.24,No,0.0,26141.22,0.4599,33233.37,18372.45,1709792.45,Good,3,0,90.12,0.1762,710,High
104664,31,Female,Single,3,Undergraduate,Contract,43832.22,474438.67,No,0.0,6334.95,0.1445,269542.28,104152.48,754875.46,Poor,4,1,75.26,0.1699,639,High
104665,63,Male,Married,2,Graduate,Business,77132.31,926409.75,No,0.0,33061.15,0.4286,100326.99,103007.92,623746.3,Good,2,0,88.5,0.1447,713,High
104666,47,Male,Married,1,Graduate,Salaried,12000.0,147796.82,Yes,394348.47,3082.37,0.2569,165579.48,90786.84,1102929.51,Good,2,0,,0.0382,729,Medium
104667,51,Male,Married,0,Undergraduate,Salaried,131051.36,1460532.98,No,0.0,27454.43,0.2095,83708.62,51489.48,1635827.78,Good,5,0,83.83,0.0898,826,Low
104668,46,Female,Married,1,Postgraduate,Self-employed,91234.17,1063742.98,No,0.0,8027.36,0.088,124749.96,53499.58,5172466.22,Average,0,0,82.49,0.4085,651,High
104669,57,Female,Married,1,Graduate,Self-employed,49232.29,623824.94,No,0.0,16728.25,0.3398,675295.36,498028.42,424305.59,Good,1,0,74.48,0.4435,700,High
104670,30,Female,Married,0,Postgraduate,Self-employed,96732.52,1156131.1,Yes,365799.5,38493.98,0.3979,447714.18,467017.7,1412949.07,Good,3,0,89.31,0.6654,640,High
104671,21,Female,Single,1,Graduate,Contract,76719.35,893881.63,No,0.0,11360.83,0.1481,2072640.41,1772894.76,567592.53,Poor,2,1,72.54,0.2658,672,High
104672,34,Male,Single,1,Graduate,Salaried,60414.53,747133.71,No,0.0,19163.21,0.3172,40466.91,14967.84,2347487.76,Average,1,0,70.66,0.4318,676,High
104673,44,Male,Single,1,Undergraduate,Business,87794.14,1004932.74,No,0.0,47291.81,0.5387,237348.9,260490.79,2883920.02,Good,5,0,91.36,0.3616,725,High
